node_id,lat,lon,out_degree,in_degree
750,51.125,60.875,48,34
751,51.125,62.875,38,27
752,51.125,64.875,24,17
753,51.125,66.875,20,19
754,51.125,68.875,39,41
755,51.125,70.875,22,33
756,51.125,72.875,29,32
757,51.125,74.875,67,73
758,51.125,76.875,138,188
759,51.125,78.875,85,86
760,51.125,80.875,98,101
761,51.125,82.875,48,68
762,51.125,84.875,69,69
763,51.125,86.875,43,50
764,51.125,88.875,24,23
765,51.125,90.875,46,48
766,51.125,92.875,67,53
767,51.125,94.875,68,56
768,51.125,96.875,45,32
769,51.125,98.875,21,15
770,51.125,100.875,122,93
771,51.125,102.875,344,276
772,51.125,104.875,166,141
773,51.125,106.875,60,40
774,51.125,108.875,58,51
775,51.125,110.875,72,48
776,51.125,112.875,60,39
777,51.125,114.875,63,49
778,51.125,116.875,43,27
779,51.125,118.875,84,68
780,51.125,120.875,55,67
781,51.125,122.875,33,39
782,51.125,124.875,32,29
783,51.125,126.875,29,43
784,51.125,128.875,44,57
785,51.125,130.875,6,32
786,51.125,132.875,0,23
787,51.125,134.875,0,4
788,51.125,136.875,0,3
789,51.125,138.875,0,0
790,51.125,140.875,0,0
791,51.125,142.875,0,0
792,51.125,144.875,1,1
793,51.125,146.875,0,6
794,51.125,148.875,8,32
795,51.125,150.875,22,35
796,51.125,152.875,17,39
797,51.125,154.875,29,36
798,51.125,156.875,27,44
799,51.125,158.875,38,57
800,51.125,160.875,241,187
801,51.125,162.875,223,184
802,51.125,164.875,178,177
803,51.125,166.875,111,132
804,51.125,168.875,213,209
805,51.125,170.875,174,200
806,51.125,172.875,140,134
807,51.125,174.875,172,215
808,51.125,176.875,160,174
809,51.125,178.875,181,249
810,51.125,180.875,156,205
811,51.125,182.875,187,193
812,51.125,184.875,116,165
813,51.125,186.875,112,186
814,51.125,188.875,237,256
815,51.125,190.875,366,376
816,51.125,192.875,149,192
817,51.125,194.875,198,198
818,51.125,196.875,273,262
819,51.125,198.875,317,295
820,51.125,200.875,410,362
821,51.125,202.875,296,253
822,51.125,204.875,78,78
823,51.125,206.875,95,115
824,51.125,208.875,248,177
825,51.125,210.875,309,242
826,51.125,212.875,176,203
827,51.125,214.875,222,209
828,51.125,216.875,119,174
829,51.125,218.875,87,93
830,51.125,220.875,258,254
831,51.125,222.875,119,141
832,51.125,224.875,87,117
833,51.125,226.875,245,213
834,51.125,228.875,167,205
835,51.125,230.875,58,77
836,51.125,232.875,25,32
837,51.125,234.875,13,26
838,51.125,236.875,24,32
839,51.125,238.875,116,115
840,51.125,240.875,53,53
841,51.125,242.875,27,25
842,51.125,244.875,27,4
843,51.125,246.875,23,20
844,51.125,248.875,83,70
845,51.125,250.875,124,89
846,51.125,252.875,87,63
847,51.125,254.875,67,47
848,51.125,256.875,186,121
849,51.125,258.875,122,55
850,51.125,260.875,117,79
851,51.125,262.875,73,49
852,51.125,264.875,126,99
853,51.125,266.875,198,166
854,51.125,268.875,130,112
855,51.125,270.875,159,132
856,51.125,272.875,155,122
857,51.125,274.875,204,234
858,51.125,276.875,185,222
859,51.125,278.875,93,141
860,51.125,280.875,170,180
861,51.125,282.875,138,170
862,51.125,284.875,174,223
863,51.125,286.875,216,265
864,51.125,288.875,149,216
865,51.125,290.875,186,228
866,51.125,292.875,176,224
867,51.125,294.875,178,237
868,51.125,296.875,179,194
869,51.125,298.875,293,377
870,51.125,300.875,417,443
871,51.125,302.875,261,299
872,51.125,304.875,280,321
873,51.125,306.875,448,535
874,51.125,308.875,597,587
875,51.125,310.875,455,490
876,51.125,312.875,516,604
877,51.125,314.875,610,702
878,51.125,316.875,387,379
879,51.125,318.875,435,397
880,51.125,320.875,249,232
881,51.125,322.875,227,251
882,51.125,324.875,212,185
883,51.125,326.875,178,179
884,51.125,328.875,298,275
885,51.125,330.875,205,198
886,51.125,332.875,167,135
887,51.125,334.875,166,179
888,51.125,336.875,198,207
889,51.125,338.875,165,193
890,51.125,340.875,244,267
891,51.125,342.875,152,97
892,51.125,344.875,70,50
893,51.125,346.875,66,102
894,51.125,348.875,183,230
895,51.125,350.875,49,74
896,51.125,352.875,29,51
897,51.125,354.875,28,52
898,51.125,356.875,26,41
899,51.125,358.875,11,19
900,49.125,0.875,8,17
901,49.125,2.875,7,11
902,49.125,4.875,6,1
903,49.125,6.875,6,10
904,49.125,8.875,6,3
905,49.125,10.875,29,10
906,49.125,12.875,3,1
907,49.125,14.875,8,6
908,49.125,16.875,14,16
909,49.125,18.875,8,9
910,49.125,20.875,26,11
911,49.125,22.875,20,12
912,49.125,24.875,42,37
913,49.125,26.875,90,72
914,49.125,28.875,35,26
915,49.125,30.875,31,23
916,49.125,32.875,18,3
917,49.125,34.875,21,13
918,49.125,36.875,27,22
919,49.125,38.875,28,25
920,49.125,40.875,16,28
921,49.125,42.875,28,34
922,49.125,44.875,25,18
923,49.125,46.875,56,41
924,49.125,48.875,67,54
925,49.125,50.875,48,28
926,49.125,52.875,42,23
927,49.125,54.875,47,32
